age,job,marital,education,default,housing,loan,contact,month,day_of_week,unique_id
55.0,admin.,married,professional.course,no,yes,yes,cellular,aug,tue,80303819-062c-4986-b48a-4511fa1e2cfe
46.0,technician,married,professional.course,no,no,no,cellular,aug,tue,c918a96b-c9ec-4a3a-a0d5-363b752c493f
30.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,b3ef305b-ed5e-4cff-a3ce-d7f674c3450a
48.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,9778f99a-69a5-421b-ae14-a2626539cbdb
52.0,services,divorced,basic.6y,no,yes,no,cellular,aug,tue,a43f4e5e-2ae0-40a5-9e46-cdb10017d144
53.0,technician,married,high.school,no,yes,no,cellular,aug,tue,c4854689-a4bc-4cee-9b4f-5e4d3d1ce9d4
53.0,technician,married,high.school,no,yes,no,cellular,aug,tue,0bd9238b-4eef-463a-93f4-2ec661153f5e
53.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,1634a29e-6e10-4a4a-8af1-83861eebef60
33.0,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,b66f9f88-1caa-4bd8-808d-9a1cc8e08456
34.0,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,2426435e-d4ea-4fbe-ab35-45ecf408cc62
40.0,technician,married,professional.course,no,no,no,cellular,aug,tue,9ecab91b-be2e-4adf-bf3b-7bf491ca86e1
44.0,admin.,married,basic.4y,unknown,yes,yes,cellular,aug,tue,ed5e0cde-2a45-486e-a134-5b6548439981
53.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,953c1987-83e1-4b07-9949-9260bae899b1
44.0,admin.,married,basic.4y,unknown,yes,no,cellular,aug,tue,0194dfd8-e7c4-4bda-a147-cbd5ab56fa82
30.0,unknown,married,university.degree,no,yes,no,cellular,aug,tue,807e87d3-a7a7-4d95-bc21-1b89ad85a048
35.0,unknown,married,basic.9y,no,yes,no,cellular,aug,tue,7cac1988-a776-4fee-9e1e-66cd3d38970b
59.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2a4bb9d5-1c81-49c9-88de-658ea4cd9317
34.0,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,c96f200d-faa7-49c3-bd59-6b372c12c713
32.0,admin.,single,high.school,no,yes,no,cellular,aug,tue,e5fc9ea7-50d7-4d04-834c-b890cf67819d
56.0,admin.,married,high.school,unknown,yes,no,cellular,aug,tue,1af2c4d0-32b7-4c77-9715-fa08b5a5d00b
41.0,housemaid,married,basic.6y,no,no,no,cellular,aug,tue,dbed26e2-d626-4f8f-bcac-d2048e9d78fa
32.0,technician,single,university.degree,no,no,no,cellular,aug,tue,13e104cf-d591-4130-a829-07f992fd7651
32.0,technician,single,university.degree,no,yes,no,cellular,aug,tue,a5415069-1a5d-4485-ac06-57988547ffc2
44.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,93c6910e-43e7-4249-8dd3-d86ba63bc619
44.0,technician,married,university.degree,no,yes,no,cellular,aug,tue,9c048804-6d14-44ea-a97f-0607cd516936
49.0,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,c9125b2e-49cd-4640-a451-31cfd9c44ff8
44.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,ddebad34-f88e-4a70-b0ea-0a8a612e3d81
33.0,technician,married,university.degree,no,yes,no,cellular,aug,tue,3797775d-f789-459d-b5e7-b6adb0630d34
49.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,f3013cd2-1cd5-499f-8665-6a31b7b7915f
33.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,851858d2-bdb5-4297-a0d2-e86d98152184
32.0,technician,married,university.degree,no,yes,no,cellular,aug,tue,62a444d5-54ab-42ab-994e-555fc29f7712
52.0,services,divorced,basic.6y,no,yes,no,cellular,aug,tue,ce14debc-0ee5-4331-909b-27c21a584270
31.0,technician,single,professional.course,no,yes,no,cellular,aug,tue,43986a10-247c-4d3e-8481-6224bb414748
50.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,12d8120a-367f-4713-9823-77bdf6f6cdd5
31.0,technician,single,professional.course,no,yes,no,cellular,aug,tue,f4f4fe36-a705-4a00-8ded-3e997e2226a8
45.0,technician,married,professional.course,unknown,no,no,cellular,aug,tue,6452ce64-4b7a-42e2-a59e-714904e5e664
43.0,technician,single,professional.course,no,no,no,cellular,aug,tue,9119b8df-d5cb-4b29-ad15-269b7011a706
49.0,services,married,high.school,unknown,no,no,cellular,aug,tue,f38a2e65-861f-4a9a-b747-73c5c82a69da
35.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,621bf51c-4f06-4713-aa7a-5b9d4e6dc966
52.0,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,47b64f5e-c01d-43df-b00a-0c3e64e61736
49.0,services,married,high.school,no,yes,no,cellular,aug,tue,cb959c57-b0f8-498d-a052-a8631c4a74a4
43.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,3f3d4087-ccd9-4560-afb8-15086f776140
42.0,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,9b6a15f2-8c89-48eb-b68c-c48158d9abd5
49.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,9ea11683-9729-4848-95ba-f28e39415b2d
38.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,179c9374-5725-4d29-96c5-6847ebdc89a5
42.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,18f135e8-70b4-42aa-b3ca-17dc5e9fd514
46.0,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,55f43e41-34d2-43db-994d-ca86b8f7dadc
41.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,abcae738-70c6-4af5-b382-f721582e3049
41.0,technician,married,university.degree,no,yes,no,cellular,aug,tue,9c5b30f1-5232-4b53-a598-30b623222bb7
37.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,9b17a1eb-4e37-4808-9357-a72b8870fb13
33.0,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,70123702-c5c3-4c2f-bc1c-a7798551f87f
36.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,d791001c-938f-4f6d-9c3c-65e52d687fc1
46.0,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,12ba41c9-659c-4f11-b7f8-a867acae47a3
37.0,management,married,university.degree,no,no,no,cellular,aug,tue,d5024fd0-da8e-49b3-96da-3f046bd3adad
37.0,management,married,university.degree,no,yes,no,cellular,aug,tue,e7facd62-36b4-4a5d-8e35-786f467ad05d
53.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,38b28b9f-dd7c-4f81-b528-91368458dc19
42.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,69ad45ad-6198-4d15-add1-cec005ce16a0
37.0,admin.,single,professional.course,no,no,no,cellular,aug,tue,dd162aaf-cc14-4e6c-aa76-604008432d26
46.0,technician,married,professional.course,no,no,yes,cellular,aug,tue,58daa525-edfb-4336-8456-d76ad625ad39
58.0,technician,married,professional.course,unknown,no,no,cellular,aug,tue,b968a01a-facd-428d-9314-a4a68386dd13
35.0,technician,single,professional.course,no,yes,no,cellular,aug,tue,4d61f1a4-2a06-45df-ad76-f1415fb11732
32.0,housemaid,married,professional.course,no,yes,yes,cellular,aug,tue,234370e2-29de-46c0-a1d0-7b43eb8cabf9
39.0,unemployed,divorced,university.degree,unknown,no,no,cellular,aug,tue,03232bfa-970f-4f1f-a6bd-0ff969c612d0
40.0,technician,married,professional.course,no,no,no,cellular,aug,tue,a9ad540a-8b63-468a-8049-56261c11bcef
32.0,unemployed,married,university.degree,no,yes,no,cellular,aug,tue,dfd5700b-17fe-4350-852e-f8117bde6f37
45.0,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,129fb19d-9058-47d0-8ed4-a389820cbcb6
57.0,housemaid,married,unknown,no,no,no,cellular,aug,tue,e9f78ba7-baf4-4854-90ea-5bac68b08266
42.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,e6be8d9b-6519-43eb-98d0-7bf4e05bc756
52.0,admin.,married,high.school,no,no,no,cellular,aug,tue,f6464582-3ef0-4b21-963f-508dd6d1b224
44.0,technician,divorced,university.degree,unknown,no,no,cellular,aug,tue,c3a3fb5f-8870-4d6f-975e-677dac623249
49.0,blue-collar,married,high.school,no,no,no,cellular,aug,tue,160a6a3d-7463-4547-97e2-4a42c1e2fe8e
36.0,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,9cd993cf-3b31-4e42-b999-06dee217b8bd
51.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,63dda2bf-55c7-4faa-a5fd-aa8cb15d6728
49.0,services,married,high.school,no,no,no,cellular,aug,tue,8b19ac3a-7d39-48c8-af66-ddbc8a71f60f
49.0,services,married,high.school,no,no,no,cellular,aug,tue,9268abc6-62a8-41cf-9a92-43667a689d22
49.0,services,married,high.school,no,yes,no,cellular,aug,tue,b34bba25-2538-49c7-a977-2d3ae17ed6eb
50.0,self-employed,married,basic.4y,unknown,no,no,telephone,aug,tue,8ee535f7-6b89-43dd-b4c7-fa93c05ff82c
35.0,technician,divorced,professional.course,no,no,no,cellular,aug,tue,117e78fb-5581-452f-a4eb-431408d4ca71
43.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,eed13513-5494-40e2-9e93-a083d98dbacb
54.0,technician,divorced,university.degree,no,no,no,cellular,aug,tue,ac9acc13-46b9-48ee-bb51-217161773d98
40.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,59ab0705-ed2f-4e99-8d34-b8245dd39858
30.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,0202c84e-5385-480b-9f48-2aeceffd0064
40.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,40cbbe00-93b0-491d-8df8-8ffa1aa0d102
45.0,technician,married,professional.course,unknown,yes,yes,cellular,aug,tue,1ac72edf-328a-4b48-b3a7-b8f4b6f2c948
35.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,91e475e6-9966-431b-93b3-f3019c20a57e
52.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,b1b1ffa0-6ca5-4f61-81e8-7079cc057712
38.0,technician,married,high.school,no,no,no,cellular,aug,tue,d7506628-2f9b-4520-862c-43209cd78e05
43.0,entrepreneur,married,professional.course,no,no,no,cellular,aug,tue,bdd4dd79-45a2-4c3e-ba19-ae14ade016b8
35.0,technician,married,high.school,no,no,no,cellular,aug,tue,facb5f02-403c-4e18-bd75-20b7da8b9452
41.0,unknown,married,unknown,no,yes,no,cellular,aug,tue,a11d9c5e-ecc3-4d90-a876-da49ba868fb9
30.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,2f62b8a5-4349-4142-ae37-f8215b11074f
35.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,472147af-cce0-48d3-9b9d-6429fa3f070c
37.0,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,55a9b9cc-1d44-4a1d-9966-24f2a462377d
35.0,technician,single,professional.course,no,no,no,cellular,aug,tue,0490c563-a723-413a-b6c5-13cd23222bdc
45.0,blue-collar,married,unknown,unknown,no,no,cellular,aug,tue,a93f5743-1509-45d5-b9ae-283bcec92a80
32.0,admin.,single,university.degree,no,yes,no,cellular,aug,tue,4141b804-f48e-4d18-892c-f6487feb7c55
37.0,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,18181f7c-57bb-4082-ba7e-8ce9bed06c46
46.0,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,b02bf78b-352f-444f-94d5-a542ec35ec61
37.0,management,married,university.degree,no,yes,no,cellular,aug,tue,ec85c3ba-048e-41a3-8e0f-49e35ba1eabd
35.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,640de3a6-237d-4854-b64c-a50dd1973230
34.0,blue-collar,married,professional.course,no,no,yes,cellular,aug,tue,6f1e82c0-4abc-4d13-b4f2-23e000574236
52.0,technician,married,professional.course,unknown,no,no,cellular,aug,tue,f8977254-5654-41d2-b96a-486751ecbd12
34.0,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,3ea84757-ef2c-430f-af2b-5e2a57824ecf
51.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,66a9580e-49cf-4e9b-90b2-42cc52bf8d0c
50.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,12bec78c-5b5f-4c26-8337-b134aecadeb8
38.0,housemaid,married,university.degree,no,yes,no,cellular,aug,tue,993daac2-0735-466a-9bf7-43c5545fa533
51.0,admin.,married,high.school,no,no,no,cellular,aug,tue,d4ffc2cd-171a-423b-9e16-67b2c79372f6
51.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,bb2c8e98-b688-49e6-a2a0-cfc316ec5184
48.0,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,tue,3b64662b-b8b7-4037-9396-c9a83b90d18a
40.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,268f7bd6-1888-44e1-9f0d-11f1646248e7
59.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,ffd78138-4073-4c25-8f11-fea7c2f811be
48.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,b94f1df6-f1da-4ed5-8d54-b96db0804708
47.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,tue,4a95b5ec-980e-45b8-a051-d9143376888d
36.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,29c43252-b933-488b-920a-d6dcaade5270
48.0,blue-collar,married,professional.course,no,yes,no,cellular,aug,tue,f3a74d3f-3088-4b8a-beed-2c656fd05dd9
45.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,99120ec6-bf1a-4108-82d2-a96cda9a37c2
57.0,retired,married,high.school,no,no,no,cellular,aug,wed,32b8f4f6-7eab-472c-b67d-a7fb694f933c
48.0,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,66064d14-f7d8-4244-80ab-e30316297cbd
44.0,self-employed,married,professional.course,no,yes,no,telephone,aug,wed,e565ce4a-27df-4a93-83e7-7729d6504e31
45.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,e5e1592e-0054-480d-b95a-443e2eda27ad
53.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,88a3c8ee-7778-426e-bf46-354333ad5a7a
33.0,housemaid,single,university.degree,unknown,yes,no,cellular,aug,wed,911684ec-27bf-4cf0-a84f-596f033ddd10
46.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,71f9c670-b7a1-455a-a08d-525ce73b3810
44.0,admin.,married,basic.4y,unknown,yes,no,cellular,aug,wed,66c87729-b40e-4451-82f6-f2522e34ef88
44.0,admin.,married,university.degree,unknown,yes,yes,cellular,aug,wed,b9549331-8bcd-437b-adf7-eb3c426d68bc
34.0,technician,single,university.degree,no,yes,yes,cellular,aug,wed,7caeee77-ff38-47fc-9f9a-b9c63f9b6e24
41.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,5d406e44-61b1-4159-bc9e-e2993f1d76d5
31.0,technician,single,professional.course,no,no,no,cellular,aug,wed,a3b75654-aecf-4b5a-866c-9ff920ff3420
36.0,technician,married,high.school,no,yes,no,cellular,aug,wed,63d3cfd8-204d-4009-820a-fd2a4baa6714
46.0,blue-collar,divorced,professional.course,no,yes,no,cellular,aug,wed,57f7cbd8-49d5-4d14-94dd-ca61f30f6a91
58.0,retired,married,university.degree,unknown,yes,yes,cellular,aug,wed,7538b1e0-77c0-4049-831f-91926edbcd07
53.0,services,married,high.school,no,yes,no,cellular,aug,wed,d938de43-d4db-4130-ae3e-efd1ce1456c7
32.0,technician,single,professional.course,no,no,no,cellular,aug,wed,8ccfc34a-2ad0-4f6d-bdfe-9aa0e7579740
58.0,housemaid,married,basic.4y,no,no,no,cellular,aug,wed,579c41ec-f8b9-4e8d-b3f7-78329c126f52
46.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,c8e47243-805a-44f5-9053-0c7e282cd0a4
37.0,management,married,university.degree,no,no,no,cellular,aug,wed,2f2a0b55-bd3a-4dbd-be3e-2be7eb7471aa
46.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,cb085259-2734-4f2b-99ec-efec16f7873a
31.0,management,married,university.degree,no,no,yes,cellular,aug,wed,60b409cb-0652-49f5-9c15-a7baa32363e4
31.0,management,married,university.degree,no,no,no,cellular,aug,wed,77c1add1-ac6a-40c9-bf5d-142baff31ce8
38.0,technician,married,professional.course,no,no,yes,cellular,aug,wed,a1988d8d-bec8-49c3-8194-956ada22400d
45.0,self-employed,married,basic.9y,no,no,no,cellular,aug,wed,a34b369e-886b-42c5-88dc-4ebb23046f71
32.0,technician,married,professional.course,no,no,no,cellular,aug,wed,ff124c1e-5702-411c-90db-7b32d82f5379
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,39ec6f4f-0a28-43c4-83ab-6b8181c110cf
32.0,admin.,single,university.degree,unknown,yes,yes,cellular,aug,wed,6f521498-4b12-4a92-82bb-7e0be4ddf8d7
32.0,admin.,single,university.degree,unknown,no,no,cellular,aug,wed,c91726fb-e874-4d96-9abb-2f00b0d3b59d
44.0,blue-collar,married,unknown,no,yes,no,cellular,aug,wed,a639ab9b-0b8c-471f-b556-ed9e2db1802f
47.0,services,married,high.school,unknown,yes,no,cellular,aug,wed,7a70eac0-688b-4604-84da-a1d7820090ff
38.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,03c2f4f2-b0a2-4bf1-8fd0-024ef350b10c
51.0,technician,married,high.school,unknown,unknown,unknown,cellular,aug,wed,9ada9556-dc1f-490c-beaa-e401d74c4778
46.0,admin.,married,high.school,no,unknown,unknown,cellular,aug,wed,b9a7d567-e82c-4fc9-8c87-fd01256c7db9
31.0,technician,single,high.school,no,no,no,cellular,aug,wed,5f03f420-ee7b-4b29-8794-0ae1abaa4f84
53.0,management,married,university.degree,no,yes,no,cellular,aug,wed,a5210c1c-78a6-4825-a4dc-80de726f738e
32.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,db46e779-5f1e-421c-8764-9d6e58cdafec
39.0,technician,single,university.degree,no,yes,no,cellular,aug,wed,16d55c78-2867-4f56-b07f-4697a42ad949
39.0,technician,single,university.degree,no,no,no,cellular,aug,wed,035901f5-4d49-46fa-a1c3-9de6650083b9
45.0,technician,married,professional.course,unknown,no,no,cellular,aug,wed,71203212-4104-4f9f-a397-503a65899dd8
46.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,wed,89d0f9ee-bc3d-49c7-9772-6f0f2f98571a
31.0,admin.,married,professional.course,no,yes,no,cellular,aug,wed,8fad501c-b838-4b26-af91-68b14b2d1742
45.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,wed,5100c700-d1b7-40af-90bc-236b2e1a050b
48.0,services,married,high.school,unknown,yes,yes,cellular,aug,wed,fed725e4-6d75-45b7-926e-7766cfada161
45.0,blue-collar,married,basic.6y,unknown,yes,yes,cellular,aug,wed,f1bb9f74-6677-4b17-9fe0-f72b3560b817
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,82417449-a591-4268-9e15-e479bb9637ef
49.0,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,d990259c-b41a-4d19-b13e-5016dc26b80e
42.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,4ff5a0df-6093-48af-a3b1-ccbdc321bc4a
49.0,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,df3a1781-edb0-478a-a783-2759c890c77b
52.0,technician,married,high.school,no,yes,yes,cellular,aug,wed,73d36565-2149-40c9-96d6-6337733090ce
44.0,unemployed,married,high.school,unknown,yes,no,cellular,aug,wed,85cd6795-b9c9-41f9-818d-74668d764067
39.0,technician,single,university.degree,no,no,no,cellular,aug,wed,f8c84555-f990-46b0-acd4-f4f7655ea09d
56.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,62fa6816-e7e3-4e5d-af8a-716a9a523658
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,a3f55144-8ed8-428e-a2b2-16b32a1266d8
32.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,c8bb3b5d-32dc-497e-b4e7-0cc9589267cc
32.0,technician,single,professional.course,no,no,no,cellular,aug,wed,d7009fd7-1475-4d9a-9568-ec992bc68a06
34.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,47ef5c5b-e15b-4957-8c58-9c8de1c5dd22
31.0,technician,single,high.school,no,yes,yes,cellular,aug,wed,e1b1536b-ab65-49be-80f9-b1f3a5c5d2fe
32.0,technician,single,professional.course,no,yes,yes,cellular,aug,wed,12cd3aec-817c-4681-99bf-cd25dba510cc
31.0,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,695d746b-14f3-40be-8be3-3d5be6645fa4
51.0,admin.,married,high.school,no,yes,no,cellular,aug,wed,e3dd8e7e-659e-4e65-b520-cdb2965c0526
33.0,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,152db7d1-d23b-4e62-b01e-56d43592c2f8
33.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,937c78c7-8ea1-4cb4-aadd-b792d680ffdc
49.0,unemployed,married,professional.course,unknown,yes,no,cellular,aug,wed,604828d5-605c-4de1-ab58-820ad074e7c2
46.0,self-employed,married,basic.9y,unknown,yes,yes,cellular,aug,wed,b6789be9-3e46-4b53-bac5-b8361cbfb940
41.0,technician,married,high.school,no,yes,no,cellular,aug,wed,60eeac99-4f5b-494e-9e78-1494f50ae0da
32.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,e9f6bc57-ea98-4756-9d54-9a64ed1e5517
31.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,0d5c0629-3475-4089-959b-a10fdd86ce8a
32.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,9123cac2-bdd3-4c22-98f2-29850ff0145d
37.0,self-employed,married,university.degree,no,yes,yes,cellular,aug,wed,0e049423-d31f-4152-8bd7-b4fcfc11736f
52.0,technician,married,professional.course,unknown,no,no,cellular,aug,wed,c2c9076f-e42f-4d01-805d-286da75b6fe1
52.0,technician,married,professional.course,unknown,no,no,cellular,aug,wed,c3ba2c32-9c74-4f8b-83e3-0aceee2ab799
52.0,technician,married,professional.course,unknown,no,no,cellular,aug,wed,32d91de4-a9d8-4cf9-835b-c6b122228ab8
40.0,admin.,divorced,university.degree,no,yes,yes,cellular,aug,wed,545cb646-a61c-4936-bdeb-61139999d8e6
40.0,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,801da12e-ad45-4900-a03c-b15c5b8f5271
55.0,technician,married,university.degree,no,no,yes,cellular,aug,wed,7c85e5a0-9074-4ae6-93d6-45511ea940ef
55.0,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,0fc1ee70-14f5-4d50-ac6a-92bcabcab5da
36.0,technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,28ec9112-37ca-472d-960b-db29f6157442
50.0,admin.,divorced,high.school,unknown,no,no,cellular,aug,wed,5c5cf48c-ef7a-448e-a85d-e8998001a565
50.0,admin.,divorced,high.school,unknown,no,yes,cellular,aug,wed,80f97f67-bef0-47b9-9bf5-61dad0ea6d4e
32.0,technician,married,high.school,unknown,no,no,cellular,aug,wed,8c476a97-7844-4db5-9746-988cb383b520
37.0,technician,single,high.school,no,yes,no,cellular,aug,wed,de663152-87fa-48a8-9bbc-b29a5fecc15f
46.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,25e5166d-6be6-4a80-b963-22b00d203344
50.0,technician,married,professional.course,no,no,no,cellular,aug,wed,0eef0c42-8ffb-49ed-a199-8f6caee21acf
29.0,technician,single,university.degree,no,yes,yes,cellular,aug,wed,8fd0292e-865e-4b73-a3a0-a70044774b6e
41.0,technician,married,high.school,no,no,no,cellular,aug,wed,f72e780b-a40c-406f-855a-cb365959490f
37.0,technician,single,high.school,no,yes,yes,cellular,aug,wed,3c96d7c7-acbc-4fc5-866b-e2f33f8a0104
31.0,technician,married,professional.course,no,yes,yes,cellular,aug,wed,bc7048bd-a566-4f8d-8e42-e0e4a3099f38
31.0,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,86d276d5-b1d6-4dfa-8058-33b61fa7d300
33.0,technician,married,university.degree,no,no,no,cellular,aug,wed,339ed098-f066-48ac-8f41-00678cff38e8
48.0,admin.,married,high.school,no,yes,no,cellular,aug,wed,9aec659e-9c86-41ac-8d3e-92b2a907ead7
31.0,management,married,university.degree,no,yes,yes,cellular,aug,wed,4618b61c-d31e-4611-ac25-f0d34f5f1258
50.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,5f7910f3-315d-49fe-91fc-06cf435cf1ab
47.0,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,wed,df83d224-7312-4566-b438-1e4887dd385a
51.0,technician,married,professional.course,no,no,no,cellular,aug,wed,de15306e-dc65-4380-a0ec-87a3ab185317
31.0,admin.,single,university.degree,no,no,yes,cellular,aug,wed,f6dddaf9-8f42-4b38-a262-49bd5610b9d9
31.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1f6b735b-4e99-4f6e-b803-3c7564758eb6
34.0,technician,single,university.degree,no,no,no,cellular,aug,wed,abb2a32f-9669-432c-82c3-12aa6ffe8870
42.0,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,8f05ec3e-b064-4dea-998b-0b4414e129ae
42.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,187e5ef1-0488-416e-b778-057b030cd389
53.0,technician,married,high.school,no,yes,no,cellular,aug,wed,e17a47d0-6c8b-4364-8265-4ca9315303e9
53.0,technician,married,high.school,no,yes,no,cellular,aug,wed,d8083f7c-02e7-4792-8fa0-3fda849c1a65
40.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,39831ec3-27fd-4b83-a2c6-f876032be700
50.0,unemployed,married,high.school,unknown,yes,yes,cellular,aug,wed,d537e7fd-22cb-424c-a268-83eb4e8fe3df
31.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,08c34687-95ee-4f72-a67e-2635da405ce1
53.0,technician,married,high.school,no,yes,no,cellular,aug,wed,83878d06-fe2b-441e-be3c-682626dd5af8
48.0,blue-collar,married,professional.course,no,yes,no,cellular,aug,wed,fe3efabd-20cc-4f4f-b472-1deb62ab30cb
37.0,technician,single,professional.course,no,no,no,cellular,aug,wed,845d5c05-5781-4f67-b68c-3d4846e2f337
38.0,admin.,single,high.school,no,yes,no,cellular,aug,wed,496bc9ce-19c6-4117-9470-9f8464cdf235
38.0,admin.,single,high.school,no,no,no,cellular,aug,wed,48d123e4-a3ac-46e9-98ce-463aedd8c53c
39.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,e6f37415-d13a-4a41-a48d-dd88b47ab003
33.0,technician,married,high.school,unknown,no,yes,cellular,aug,wed,c8eaa7f5-05dd-4e23-9097-04cc3aeabc3d
31.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,4e7dd9a6-3ab3-4df9-a3ce-e44eb6f383f4
46.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,7f2f892d-d559-4007-a191-6d5349fdc3a0
59.0,housemaid,married,basic.4y,unknown,no,no,cellular,aug,wed,0bb8f3c2-7d23-400d-818f-704a1be26773
48.0,unknown,married,unknown,no,yes,no,cellular,aug,wed,163faec7-2489-4b4b-b771-59507f640418
31.0,technician,single,high.school,no,yes,no,cellular,aug,wed,b658436f-3152-4e5d-b0f3-50fc11bcdc0f
42.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,eb3c1bc2-8595-4c08-b5af-57b988c4984b
31.0,technician,single,high.school,no,no,no,cellular,aug,wed,b6ef71e9-96f0-44a0-90bd-5a14e0c2f79c
